Username,Text Tweet,Sentiment
telucareer,"Kementerian Komunikasi dan Informatika membuka Program Beasiswa S2 di Luar Negeri untuk mendukung program prioritas percepatan Transformasi Digitalisasi Nasional yang meliputi 4 (empat) sektor strategis, yaitu infrastruktur digital, pemerintahan digital, ekonomi digital dan  https://t.co/BRXhvCqdtQ",1
telucareer,"What are you waiting for? Spread the words and let your friends, who are interested in IT, Tech, UI/UX and everything in between know about Techconnect Hackathon.",1
telucareer,"competition and register via the website through  https://t.co/8kkwk4ew5d or simply just visit @enigmacamp Instagram bio. Also, join our Telegram group via the barcode listed on the poster to find further info.  Don’t be late because the submission ends on March 21st, 2022.",1
telucareer,"With two categories, “Bug Bounty” and “Innovation Your Way!”, you can win a total prize of Rp. 100++ Million and a chance to jumpstart your career with us!  Participants can only register for one category of the",1
telucareer,"Techconnect Hackathon is finally here and opens for submission! The event that all tech enthusiasts have been waiting for. All partnered up with Nanovest, an Indonesian-based investment marketplace for buying and selling stocks and crypto-assets.  https://t.co/EypioSeinV",1
telucareer,"Buat Akang Teteh dan TelUtizen yang tertarik dan penasaran tentang DKatalis,  Yuk kita simak dan catat tanggal acaranya:⁣ 📅 Jumat, 18 Maret 2022⁣ 🕛 13.00 - 15.00 WIB⁣ ⁣ Link registrasi :  https://t.co/vdGj8N5qLO ⁣",0
telucareer,"Rekayasa Perangkat Lunak 2013.  Sharing kali ini akan dipandu oleh Moderator dari tim DKatalis, bersama kak Tio Manik.",0
telucareer,"DKatalis, bersama alumni kebanggaan Telkom University sebagai narasumber yang bekerja diperusahaan tersebut, yaitu kak Mufti Ramadhan sebagai Product Owner yang merupakan Alumni S1 Teknik Komputer 2015, dan bersama kak Iqbal Hafid sebagai Software Engineer yang juga Alumni S1",0
telucareer,"DKatalis adalah perusahaan teknologi yang mengkhususkan diri dalam mengembangkan solusi digital terukur (seperti Jago App, AMAAN, dan PX).   Nah kali ini kita akan mengupas tuntas bagaimana pengalaman bekerja diperusahaan teknologi yaitu",0
telucareer,"[Alumni Sharing Chapter Industry #1]  Halo Akang Teteh Alumni &amp; TelUtizen! Direktorat Pengembangan Karir Alumni dan Endowment kembali mengadakan Alumni Sharing Chapter Industry #1 bersama DKatalis dengan tema ""Beyond Graduation: Dual Perspective in a Tech Company"".  https://t.co/uHhvAMUChf",0
telucareer,"pengembangan karir bersama narasumber yang ahli dalam bidangnya kini dapat kamu ikuti secara gratis.  Catat agendanya yuk! 🔸 Kamis, 10 Maret 2022 13.00-15.00 WIB ""Career Planning Industry 4.0"" Medianta Tarigan, M.Psi.Psikolog  🔸 Jumat, 11 Maret 2022 13.00-15.00 WIB",1
telucareer,"[09.09, 11/3/2022] Hanan Cdc: Hei #TelUTizen Calon Fresh Graduate, yang sebentar lagi memasuki dunia kerja. Soft Skill Class for Career Preparation Series hadir buat kamu! Webinar soft skill dengan berbagai tema seputar persiapan memasuki dunia kerja dan  https://t.co/Z7jZ1NxvQ4",0
telucareer,"🔸 Kamis, 24 Maret 2022 10.00-12.30 WIB ""Create an Outstanding and Interesting CV"" Angela Teressia, S.IP., MM.  🔸 Jumat, 25 Maret 2022 13.00-15.00 WIB ""How to Make ATS-Friendly Resume"" Angela Teressia, S.IP., MM.",1
telucareer,"narasumber yang ahli dalam bidangnya kini dapat kamu ikuti secara gratis.  Catat agendanya yuk! 🔸 Kamis, 17 Maret 2022 13.00-15.00 WIB ""Bagaimana Mencari Kerja Melalui  https://t.co/uVIeohPOhJ"" Irsanty Hasyim, SE, MSM, M.Eng",0
telucareer,Program rekrutmen ini membuka peluang bagi kalian lulusan baru (fresh graduate) atau mahasiswa/wi tingkat akhir .  Ikuti seleksi pertama dari program rekrutmen ini pada :  10 Maret 2022 Bandung  Pastikan kamu register terlebih dahulu di link berikut ini :  https://t.co/upNRgrjx50,1
telucareer,Hello Bandung! It is your turn for UNIQLO Candidate Manager PT. Fast Retailing Indonesia (UNIQLO) kembali menggelar acara Company Session untuk mencari UNIQLO Manager Candidate (UMC) terbaik dari seluruh Indonesia.  https://t.co/Cx0SNjWgjA,1
telucareer,Pastikan kamu register terlebih dahulu di link berikut ini :  https://t.co/upNRgr1nQS  Note :  *Kuota terbatas dan hanya kandidat terpilih yang akan diundang mengikuti seleksi tahap 1 UMC **Pastikan mengisi G-Form dengan akurat,0
telucareer,Program rekrutmen ini membuka peluang bagi kalian lulusan baru (fresh graduate) atau mahasiswa/wi tingkat akhir .  Ikuti seleksi pertama dari program rekrutmen ini pada :  10 Maret 2022 * Bandung*,0
telucareer,Hello Bandung! It is your turn for UNIQLO Candidate Manager PT. Fast Retailing Indonesia (UNIQLO) kembali menggelar acara Company Session untuk mencari UNIQLO Manager Candidate (UMC) terbaik dari seluruh Indonesia.  https://t.co/tbGfPvz8HZ,1
telucareer,"Selamat memperingati Hari Raya Nyepi 2022, Tahun Baru Saka 1944. Semoga kita selalu diberi kedamaian dan menjadi pribadi yang lebih baik.  #nyepi1944 #telucae #telkomuniversity  https://t.co/Gfbb45nyt8",0
telucareer,"🍥 Menguasai HTML &amp; CSS, Bootstrap, Javascript 🍥 Menguasai Wordpress (themes, plugins, hook), PHP, MySQL 🍥 Menguasai Interface dari PSD ke HTML 🍥 Mampu membaca dan memahami dokumen berbahasa inggris 🍥 Memahami SEO dan photoshop lebih disukai",0
telucareer,"INFORMASI LOWONGAN KERJA DI JEPANG IT ENGINEER Penempatan : Tokyo, Jepang  🍥 Wanita, usia maks. 30 tahun 🍥 Pendidikan S1 Tek. Informatika, Sistem Informasi. Ilmu/Tek Komputer 🍥 Berpengalaman sebagai programmer min. 1 tahun  https://t.co/vAZQYtMyXZ",1
telucareer,Stay tune di media sosial PT Link Net Tbk (@lifeatlinknet) untuk informasi lebih lanjut mengenai program MT 4th Gen ya.  Sebarkan informasi ini ke seluruh rekan-rekan kamu ya!,0
telucareer,"Calling All Fresh Graduates!  Kami sedang membuka kesempatan bagi teman-teman yang ingin menjadi MT 4th Gen di Link Net.  Untuk informasi selengkapnya dan untuk melamar, silakan langsung kunjungi website kami di:  https://t.co/sBhCdaFCcg  https://t.co/2z1HFKajK9",0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 PT Java Anugrah Teknindo 🔸 PT Akasha Wira International Tbk  Apply :  https://t.co/Vnh8Xkb8rR  https://t.co/HpgQ3KUWsG,1
telucareer,"🍥 Memiliki kemampuan mengoperasikan CAD 🍥 Fisik kuat, Sehat jasmani, rohani, vaksin COVID-19 lengkap 2 dosis",1
telucareer,[FULL TIME] DOKU  Calling for a talented!  Positions : - QA Manager - Frontend Manager - Backend Manager - IT Security Manager - Scrum Master - QA Engineer - Frontend Engineer - Backend Engineer - Senior UI/UX Designer - UI/UX Designer - Database Engineer - Data Science  https://t.co/2hWQPMQbrw,0
telucareer,"Memperingati Isra Mi'raj 1443 H Semoga kita dilimpahi kedamaian dan keberkahan pada kesempatan suci di malam Al-Isra Wal Mi'raj, aamiin.  #IsraMiraj #telucae #telkomuniversity  https://t.co/rBv8VYu7Yv",0
telucareer,"You're also invited to TVLKING, our online sharing session platform to learn more about the perks, the work culture in Traveloka Tech team, and our priority track recruitment. Register here:  https://t.co/P9hGeIrk0Z  Can't wait to have you on board!",0
telucareer,This program is open for all applicants across Indonesia. An exclusive relocation support plan for non-Jabodetabek residents is available for hired candidates through this program. Scroll through the images to learn more about this hiring opportunity!,1
telucareer,"Be a part of our Tech team that’s expanding to Southeast Asia and get the exposure to multi-aspect, collaborative, and intensive startup experience of exploring new lifestyle products.",1
telucareer,Traveloka is conducting a Priority-Track Recruitment for Backend Engineering roles. Apply early to get ahead of the queue by submitting your resume at:  https://t.co/vOh0vZD966  https://t.co/CnVx17fM4N,0
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 PT Swamedia Informatika 🔸 PT Bank BTPN 🔸 PT Global International Foods  Apply :  https://t.co/Vnh8Xkb8rR  https://t.co/3tNILeIwsX,0
telucareer,CHIP (Creative Hack-nology Intensive Program) CHIP Batch #9 is Hiring! For you logic-thinker who loves challenges and always strive for perfection! Assemble yout best tools and skill to join our squads in creating positive impacts on society!  Apply now :  https://t.co/vJoKFlagrb  https://t.co/ieL54uXgN9,1
telucareer,[FULL TIME] PT Patra Badak Arun Solusi (PBAS)  Positions: - Construction Coordinator - Field Construction Engineer - Construction Representative - QAQC Coordinator - HSSE Coordinator - Project Site Engineer - Civil &amp; Structure Engineer - Electrical &amp; Instrument Engineer  https://t.co/WcuDgXNp0k,1
telucareer,#PertaminaGasNegara #SubholdingGas #PertaminaGroup #BPSdanBPAPGN2022 #PerwiraSubholdingGas #telucae #telkomuniversity,-1
telucareer,Seluruh proses pendaftaran dan seleksi tidak dipungut biaya apapun. Hati-hati terhadap segala bentuk penipuan yang mengatasnamakan Pertamina Gas Negara (PGN).  Jika terdapat kendala dapat menghubungi recruitment@pgn.co.id,-1
telucareer,"9.Jika pelamar terpilih untuk mengikuti tahapan selanjutnya, maka akan mendapatkan Pengumuman dan Undangan melalui email Selection@pgn.co.id 10.Segala komunikasi hanya melalui PGN Careers dan email: recruitment@pgn.co.id dan selection@pgn.co.id.",1
telucareer,"7.Jika sudah mengisi data diri, pilih formasi yang akan dilamar. Baca dan pastikan terlebih dahulu formasi yang dilamar lalu klik Apply this Position. Pelamar hanya boleh memilih 1 formasi. 8.Jika sudah melamar formasi maka akan terlihat formasi terpilih di Halaman Muka.",1
telucareer,"6.Siapkan foto, KTP, Sertifikat Pendidikan dan Transkrip Nilai untuk diupload pada web career. Pastikan data tersebut tidak melebihi 1 MB.",0
telucareer,"3.Verifikasi akun pada email yang didaftar 4.Login kembali pada akun yang telah didaftar 5.Isi data diri pada menu My PGN Career yang terdiri dari: Data Umum, Minat Kerja, Pendidikan, Pengalaman Kerja, Pengalaman Organisasi.",0
telucareer,4.Kesesuaian program studi dengan kualifikasi jabatan  5.Bersedia ditempatkan di seluruh wilayah operasional PGN  Bagaimana cara mendaftar Rekrutmen BPS dan BPA Pertamina Gas Negara?  1.Akses web career PGN :  https://t.co/JPvteFjVqs 2.Buat akun,0
telucareer,1.Usia maks saat penutupan pendaftaran : 30 tahun untuk BPS (Lulusan S1/D4) dan 25 tahun untuk BPA (Lulusan D3) 2.IPK minimal 3.00 untuk BPS (Lulusan S1/D4) dan 2.75 untuk BPA (Lulusan D3)  3.Akreditasi perguruan tinggi dan program studi minimal B,-1
telucareer,Informasi selengkapnya dapat diakses pada  https://t.co/EhgiNPh24s  Apa saja persyaratan untuk mendaftar BPS dan BPA Pertamina Gas Negara?,0
telucareer,Pertamina Gas Negara membuka lowongan kerja sebanyak 75 formasi yang terdiri dari 60 formasi BPS (Bimbingan Profesi Sarjana) bagi lulusan S1/D4 dan 15 formasi BPA (Bimbingan Praktis Ahli) bagi lulusan D3 dari berbagai jurusan.,1
telucareer,Open Recruitment BPS dan BPA Pertamina Gas Negara 2022  https://t.co/N5UvmcI9fp,0
telucareer,[Full Time] Indonesia Stock Exchange Posisi : - Infrastructure Development Officer - Information System Audit officer - Network and Technical Support Officer - Capital Market Microstructure Research Officer Apply :  https://t.co/MCPZYSrgnt  https://t.co/4VrdURaRaF,0
telucareer,"Brawijaya. Pssstt! Ada Quiz dengan hadiah menarik dan kalian juga akan mendapatkan E-Sertifikat, lho. Jangan sampai ketinggalan yaaa! Sampai bertemu di KN Sharing 2022.  ""We share, We care"" . . . #UNBRAW #BRAWIJAYA #Indonesia #webinar #KNSharing2022 #WeShareWeCare",1
telucareer,"🗓️ Hari/Tanggal : Rabu, 23 Februari 2022 🕘 Waktu : 10.00 - 12.00 WIB 📌 Platform : Zoom meeting   Silahkan registrasi melalui link berikut:  https://t.co/nFHufkIJ5J Atau silahkan scan barcode yang ada di gambar   Webinar ini terbuka untuk umum dan Mahasiswa Universitas Brawijay",0
telucareer,"Halo, Sobat KN'ers!  KN Sharing 2022 kali ini berkolaborasi dengan Universitas Brawijaya akan mengadakan webinar dengan tema ""𝑮𝒆𝒕 𝑻𝒐 𝑲𝒏𝒐𝒘 𝑴𝒐𝒓𝒆 𝑨𝒃𝒐𝒖𝒕 𝑲𝒂𝒍𝒃𝒆 𝑵𝒖𝒕𝒓𝒊𝒕𝒊𝒐𝒏𝒂𝒍𝒔""  Webinar ini akan dilaksanakan pada,  https://t.co/wZjkGTr6G4",0
telucareer,"Jika ada yang ingin ditanyakan, silakan hubungi nomor 0813-9442-8402 (Puspa). #konselingkarir #konselingonline #telucae #telkomuniversity",0
telucareer,"Curhat masalah karir kamu bareng konselor dari Tel-U CAE yuk! Di layanan konseling khusus Alumni/Mahasiswa Tel-U ini kamu bisa curhat tentang interview kerja, konflik kantor atau persiapan dunia kerja lainnya.  https://t.co/Swl2acItJx",1
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸  https://t.co/aa18KsDGbz  Apply :  https://t.co/Vnh8Xkb8rR  https://t.co/bJfnAVdp6y,0
telucareer,"The first AMBIZ Open house will be held on February 24, 2022, at 15.00 – 17.00 WIB.   In this AMBIZ Open House, we will have a few sessions:  1. Introduction to AMBIZ Assessment &amp; IMPACT CV Speaker: Hashella Kostan (Associate Consultant for Assessment – AMBIZ)  https://t.co/2w5XSLyhH2",1
telucareer,"Hi Indonesian students &amp; recent graduates!  AMBIZ have lots of exciting opportunities that might be fit for you! For details on the opportunities and how to apply, read the post above.  For more information, go to  https://t.co/BcgrOhveyH or send us a DM @ambizindonesia  https://t.co/C8a2GPUUfT",0
telucareer,"[FULL TIME] PT PER HAMAREN TECHNOLOGY INDONESIA  Position : Programmer/Coder  Requirements : - S1 IT (fresh graduate welcomed) - Fluent in HTML/CSS/PHP/DB  Responsibility : Developing website, web applications, system, etc.  Work Location : Remote / Work From Home  https://t.co/UfDVVJiv26",0
telucareer,[ EXTENDED ] PT Sari Baut Net (SBN) Hiring!  About the company : We are a new established company specializing in Total IT Solution. We are focusing on deliver the advance technology from overseas to Indonesia industry. We are now looking forward some candidates to  https://t.co/mklBOVzkBG,1
telucareer,[Lowongan Kerja] 🔸Bank Permata Posisi :  - BAP Priority - Acquisition Specialist Apply :  https://t.co/clFVApKm7H  🔸Surya Madistindo Posisi : - Senior Web Application Development Specialist - IT System Analyst - IT Quality Assurance Specialist  https://t.co/lSbTufF4PB,1
telucareer,[LOWONGAN KERJA] List perusahaan yang sedang mencari : ⤵️ 🔸 PT Asuransi Jiwa IFG 🔸 PT Bosnet Distribusion Indonesia 🔸 PT Tabel Data Informatika 🔸 ISIXI Private Limited 🔸 PT Swakarya Insan Mandiri  https://t.co/HQijP6uzTY,1
telucareer,Setelah mendaftar kamu akan dihubungi oleh admin perihal jadwal dan teknis pelaksanaan. Jika ada yang ingin ditanyakan silakan chat Admin di nomor 0821-1836-2845.  #tespsikotes #tespsikotesonline #telucae #telkomuniversity,1
telucareer,"lingkungan kerja Supaya lebih yakin, kamu bisa coba 2 dari 5 jenis tes pengembangan karir yang tersedia di Tel-U CAE nih, yuk daftar di link  https://t.co/27pnrJ1BHG  Untuk kamu yang pernah mengikuti psikotes Tel-U CAE di tahun 2021, kamu tetap diperbolehkan mendaftar lagi ya.",1
telucareer,"Halo #TelUTizen, dalam proses seleksi kerja, kamu akan dihadapkan dengan berbagai tes. Tentu kamu perlu persiapan yang matang juga terus latihan. Namun hal pertama yang perlu kamu tahu adalah memastikan bahwa kamu sudah yakin dengan pilihan karir dan kesiapan kamu dalam  https://t.co/wMtV719YTW",0
telucareer,We Are Hiring! PARAMATECH  Positions : - IOS Developer - Android Developer - Business Analyst IT - Data Scientist - Hybrid Developer - .Net Developer - IT Quality Assurance Automation - SAP Abaper  https://t.co/pMg3I2ZL9S,1
telucareer,[FULL TIME] PT Tabel Data Informatika  Posisi : Operation IT Support and Maintenance  Apply Now : kiki.rizki@tabeldata.com Subject Email : Support + Nama  https://t.co/AAVeZC7LKl,1
telucareer,#LowonganKerja #LowonganPekerjaan #IDX #JobVacancyIDX #CariKerjadiKlob #CariyangKlobHanyadiKlob,-1
telucareer,"Jangan khawatir! Ada berbagai lowongan pekerjaan untuk kamu di Indonesia Stock Exchange, Klobbers. Mulai dari lowongan untuk fresh graduate hingga yang berpengalaman ada di IDX!  Lamar pekerjaanmu sekarang juga melalui link berikut ini:  https://t.co/MCPZYSIRf1",1
telucareer,Kamu tertarik dengan pasar modal? Ingin merasakan bekerja di salah satu perusahaan yang mendapatkan penghargaan #bestplacetowork selama 3 kali berturut-turut sambil berkontribusi untuk perekonomian negeri?  https://t.co/gYRQNphjN9,0
telucareer,Rekrutmen Dosen Institut Teknologi Dan Bisnis Muhammadiyah Grobogan  Program Studi S1 Sains Data (Data Science) Kualifikasi Pendidikan : - S2 Statistika (Linier) - S2 Teknik Informatika (Linier) - S2 Ilmu Komputer (Linier)  https://t.co/Vqa1n3PDhh,1
telucareer,"Nilai Plus: Menguasai HTML, CSS, dan Javascript Menguasai pemrograman PHP Menguasai database MySQL  Kirim CV kamu ke: alumni@telkomuniversity.ac.id Subjek: TLH_IT_CAE",1
telucareer,"We are hiring! Direktorat Pengembangan Karir, Alumni dan Endowment - Unit Alumni dan Endowment Posisi : Tenaga IT - TLH (Tenaga Lepas Harian)  Kriteria: 1. Laki-laki/perempuan 2. Menguasai CMS Wordpress 3. Aktif &amp; dinamis 4. Jujur &amp; teliti 5. Kreatifitas tanpa batas  https://t.co/enyMShkDhX",1
telucareer,"candidates to fill in some strategic position in our company, who have some qualification and requirements.  Open vacancies : - Full Stack Ruby Developer ( Ruby, ReactJS ) - Network Product Engineer (C++/Golang)  Apply :  https://t.co/1iS8ToKL5a",0
telucareer,PT Sari Baut Net (SBN) Hiring!  About the company : We are a new established company specializing in Total IT Solution. We are focusing on deliver the advance technology from overseas to Indonesia industry. We are now looking forward some  https://t.co/Fq5V4zJGD6,0
telucareer,"[FULL TIME] Bumi Langit Grup  Kualifikasi 1. Muslimah 2. Minimal lulusan D3/S1 3. Pengalaman Min 1 thn 4. Aktif dan Komunikatif  Lokasi kerja : Cihanjuang, Kab. Bandung Barat  https://t.co/okRCoE5wr4",1
telucareer,.⁣⁣ Ikuti terus info selengkapnya melalui akun sosial media⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ @telkomuniversity @alumniendowment_univtelkom @tel_u_career @telu.coffee @fast4indonesia,0
telucareer,"yang memiliki wirausaha, Afif Khoirul Hidayat  sebagai Direktur CV. Sinar Mulyo Kapok yang merupakan Alumni Administrasi Bisnis 2016  Sharing kali ini narasumber akan berbagi pengalamannya bagaimana memulai usaha di usia muda.  ⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣",1
telucareer,"[Alumni Sharing Entrepreneur #1]  Direktorat Pengembangan Karir Alumni dan Endowment kembali mengadakan Alumni Sharing Chapter Entrepreneur #1 dengan tema ""Siap Menjadi Wirausaha Muda"" bersama alumni kebanggaan Telkom University sebagai narasumber  https://t.co/owgYeeLtdt",1
telucareer,#BimbinganKesiapanKerja #RuangguruxTelkomUniversity #TelUtizen,-1
telucareer,#TelUtizen ingin mengejar karier impian? Jangan sampai terlewatkan kesempatan ini ya karena kuota TERBATAS dengan segera daftar di  https://t.co/U655a2R7J8  Yuk sebarkan kabar gembira ini dengan mention 3 sahabat kalian ya! #BimbinganKesiapanKerja,1
telucareer,Hai #TelUtizen! Sudah tahu Telkom University bekerjasama dengan Ruangguru? Kerjasama ini khusus untuk #TelUtizen dalam Program Bimbingan Kesiapan Kerja yang merupakan program pendampingan persiapan kerja bagi mahasiswa tingkat akhir dan freshgraduate.  https://t.co/CZdHLrk9fH,1
telucareer,[FULL TIME] Sharing Vision  Posisi : - SSIS Engineer - Junior Data Engineer - Junior Full Stack Engineer - Data Engineer - Full Stack Engineer - Data Scientist  Penempatan : WFO di Jakarta  https://t.co/DAIDRObTkx,1
telucareer,"*Hi Digital Savvy,* Apakah kamu lulusan D3 dan ahli di bidang IT? Punya mimpi untuk menjadi pemimpin digital?  Kamu adalah orang yang kami cari, segera daftarkan dirimu pada  https://t.co/LWHbwZ0QPJ *paling lambat hingga Senin, 28 Februari 2022.*  Let's build the best technology  https://t.co/BIpDcub0HZ",1
telucareer,Kunjungi tautan  https://t.co/UWFpJrKP7g untuk informasi lebih lanjut. -- Applications for the 2022 #AustraliaAwards Scholarship program open today! 🎓  We are looking for the next generation of leaders aspiring to study their Master’s or Doctoral degrees at an Australian,0
telucareer,Pendaftaran #beasiswa @AustraliaAwards dibuka hari ini! 🎓  Kami mencari calon pemimpin generasi mendatang yang bercita-cita melanjutkan studi Master atau Doktor di universitas Australia dan membuat perubahan untuk Indonesia.  Kunjungi tautan  https://t.co/UWFpJrKP7g  https://t.co/Wo0CIUgth6,1
telucareer,Looking for an Internship Opportunity?  https://t.co/afGKfauOWi is open for Internship Program!  The Opening Vacancies : - Seller Acquisition - Graphic Designer - Reactivation Project - Business Development  Deadline : 28 February 2022  https://t.co/cjXFcEcI4c,1
telucareer,[FULL TIME] Tribe e-Health Telkom  Positions : - Backend Developer - UI/UX Designer - QA Engineer - Frontend Developer - Technical Documentation  Send your CV to : nana.juhana@telkom.co.id Email subject : Position  https://t.co/AXaf6QhOTJ,1
